Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Mongolia,1995,Male,Not applicable,Percent,53.74515
Mongolia,1995,Female,Not applicable,Percent,71.60113
Mongolia,1994,Female,Not applicable,Percent,74.57822
Mongolia,1994,Male,Not applicable,Percent,57.46156
Mongolia,1994,All genders,Not applicable,Percent,66.0578
Mongolia,1993,All genders,Not applicable,Percent,67.3138
Mongolia,1993,Male,Not applicable,Percent,60.06046
Mongolia,1993,Female,Not applicable,Percent,74.491
Mongolia,1992,All genders,Not applicable,Percent,76.95155
Mongolia,1991,All genders,Not applicable,Percent,84.63562
Mongolia,1991,Male,Not applicable,Percent,80.53301
Mongolia,1991,Female,Not applicable,Percent,88.69851
Mongolia,1990,All genders,Not applicable,Percent,88.70916
Mongolia,1986,All genders,Not applicable,Percent,87.52262
Mongolia,1983,All genders,Not applicable,Percent,84.66889
Mongolia,1983,Male,Not applicable,Percent,80.74369
Mongolia,1983,Female,Not applicable,Percent,88.54313
Mongolia,1981,All genders,Not applicable,Percent,85.3005
Mongolia,1980,Female,Not applicable,Percent,85.84981
Mongolia,1980,All genders,Not applicable,Percent,83.41833
Mongolia,1980,Male,Not applicable,Percent,80.94938
Mongolia,1979,All genders,Not applicable,Percent,81.17016
Mongolia,1979,Male,Not applicable,Percent,78.03556
Mongolia,1979,Female,Not applicable,Percent,84.25277
Mongolia,1976,All genders,Not applicable,Percent,76.41872
Mongolia,1976,Female,Not applicable,Percent,78.29903
Mongolia,1976,Male,Not applicable,Percent,74.49406
Mongolia,1975,All genders,Not applicable,Percent,76.18115
Mongolia,1975,Male,Not applicable,Percent,74.50337
Mongolia,1975,Female,Not applicable,Percent,77.81484
Montenegro,2015,All genders,Not applicable,Percent,90.34223
Montenegro,2015,Female,Not applicable,Percent,90.3118
Montenegro,2015,Male,Not applicable,Percent,90.37063
Montenegro,2012,All genders,Not applicable,Percent,91.38809
Montenegro,2012,Male,Not applicable,Percent,90.99907
Montenegro,2012,Female,Not applicable,Percent,91.80485
Montenegro,2011,All genders,Not applicable,Percent,92.458
Montenegro,2011,Female,Not applicable,Percent,92.56275
Montenegro,2011,Male,Not applicable,Percent,92.3602
Montenegro,2010,All genders,Not applicable,Percent,100.72485
Montenegro,2010,Male,Not applicable,Percent,100.07277
Montenegro,2010,Female,Not applicable,Percent,101.42271
Montenegro,2009,All genders,Not applicable,Percent,98.71347
Montenegro,2009,Male,Not applicable,Percent,98.0931
Montenegro,2009,Female,Not applicable,Percent,99.37655
Montenegro,2008,All genders,Not applicable,Percent,96.76558
Montenegro,2008,Male,Not applicable,Percent,90.26484
Montenegro,2008,Female,Not applicable,Percent,103.7047
Montenegro,2007,All genders,Not applicable,Percent,96.67895
Montenegro,2007,Female,Not applicable,Percent,97.37557
Montenegro,2007,Male,Not applicable,Percent,96.0259
Montenegro,2006,All genders,Not applicable,Percent,95.55814
Montenegro,2006,Male,Not applicable,Percent,94.42455
Montenegro,2006,Female,Not applicable,Percent,96.76812
Montenegro,2005,All genders,Not applicable,Percent,94.45448
Montenegro,2005,Female,Not applicable,Percent,95.75032
Montenegro,2005,Male,Not applicable,Percent,93.23905
Montenegro,2004,All genders,Not applicable,Percent,93.40148
Montenegro,2004,Male,Not applicable,Percent,92.73311
Montenegro,2004,Female,Not applicable,Percent,94.11385
Montenegro,2003,All genders,Not applicable,Percent,92.92645
Montenegro,2003,Female,Not applicable,Percent,93.45044
Montenegro,2003,Male,Not applicable,Percent,92.43502
Montserrat,2007,All genders,Not applicable,Percent,102.05882
Montserrat,2007,Female,Not applicable,Percent,103.20513
Montserrat,2007,Male,Not applicable,Percent,101.08696
Montserrat,2006,Female,Not applicable,Percent,123.57724
Montserrat,2006,Male,Not applicable,Percent,126.61871
Montserrat,2006,All genders,Not applicable,Percent,125.19084
Montserrat,2005,All genders,Not applicable,Percent,116.40625
Montserrat,2005,Female,Not applicable,Percent,122.5
Montserrat,2005,Male,Not applicable,Percent,111.02941
Montserrat,2004,All genders,Not applicable,Percent,114.05622
Montserrat,2004,Female,Not applicable,Percent,119.82759
Montserrat,2004,Male,Not applicable,Percent,109.02256
Montserrat,2002,All genders,Not applicable,Percent,102.0339
Montserrat,2002,Female,Not applicable,Percent,109.02256
Montserrat,2002,Male,Not applicable,Percent,96.2963
Morocco,2012,Male,Not applicable,Percent,74.36491
Morocco,2012,All genders,Not applicable,Percent,69.06295
Morocco,2012,Female,Not applicable,Percent,63.52142
Morocco,2011,Female,Not applicable,Percent,60.81502
Morocco,2011,All genders,Not applicable,Percent,65.74992
Morocco,2011,Male,Not applicable,Percent,70.48294
Morocco,2010,Male,Not applicable,Percent,66.92995
Morocco,2010,All genders,Not applicable,Percent,62.69214
Morocco,2010,Female,Not applicable,Percent,58.28703
Morocco,2009,All genders,Not applicable,Percent,60.44446
Morocco,2009,Female,Not applicable,Percent,56.04061
Morocco,2009,Male,Not applicable,Percent,64.69078
Morocco,2008,All genders,Not applicable,Percent,57.6738
Morocco,2008,Male,Not applicable,Percent,61.67846
Morocco,2008,Female,Not applicable,Percent,53.52618
Morocco,2007,All genders,Not applicable,Percent,55.57927
Morocco,2007,Female,Not applicable,Percent,51.7104
Morocco,2007,Male,Not applicable,Percent,59.31636
Morocco,2006,All genders,Not applicable,Percent,52.59931
Morocco,2006,Male,Not applicable,Percent,56.29611
Morocco,2006,Female,Not applicable,Percent,48.77132
Morocco,2005,All genders,Not applicable,Percent,49.83875
Morocco,2005,Female,Not applicable,Percent,45.82033
Morocco,2005,Male,Not applicable,Percent,53.73121
Morocco,2004,All genders,Not applicable,Percent,48.05408
Morocco,2004,Male,Not applicable,Percent,52.24283
Morocco,2004,Female,Not applicable,Percent,43.73786
Morocco,2003,All genders,Not applicable,Percent,44.75016
Morocco,2003,Female,Not applicable,Percent,40.43947
Morocco,2003,Male,Not applicable,Percent,48.9355
Morocco,2002,All genders,Not applicable,Percent,42.54952
Morocco,2002,Male,Not applicable,Percent,46.9085
Morocco,2002,Female,Not applicable,Percent,38.05603
Morocco,2001,All genders,Not applicable,Percent,40.20542
Morocco,2001,Female,Not applicable,Percent,35.82453
Morocco,2001,Male,Not applicable,Percent,44.44593
Morocco,2000,All genders,Not applicable,Percent,38.44923
Morocco,2000,Male,Not applicable,Percent,42.67356
Morocco,2000,Female,Not applicable,Percent,34.09564
Morocco,1999,All genders,Not applicable,Percent,36.8129
Morocco,1999,Female,Not applicable,Percent,32.39257
Morocco,1999,Male,Not applicable,Percent,41.10707
Morocco,1998,All genders,Not applicable,Percent,36.48635
Morocco,1998,Male,Not applicable,Percent,41.08749
Morocco,1998,Female,Not applicable,Percent,31.74885
Morocco,1997,All genders,Not applicable,Percent,37.96398
Morocco,1997,Female,Not applicable,Percent,32.62823
Morocco,1997,Male,Not applicable,Percent,43.14766
Morocco,1996,All genders,Not applicable,Percent,37.95278
Morocco,1996,Male,Not applicable,Percent,43.3451
Morocco,1996,Female,Not applicable,Percent,32.38241
Morocco,1995,All genders,Not applicable,Percent,37.9645
Morocco,1995,Male,Not applicable,Percent,43.42458
Morocco,1995,Female,Not applicable,Percent,32.32465
Morocco,1994,All genders,Not applicable,Percent,37.80604
Morocco,1994,Male,Not applicable,Percent,43.52945
Morocco,1994,Female,Not applicable,Percent,31.89241
Morocco,1993,All genders,Not applicable,Percent,36.74905
Morocco,1993,Male,Not applicable,Percent,42.38443
Morocco,1993,Female,Not applicable,Percent,30.92165
Morocco,1992,All genders,Not applicable,Percent,36.2272
Morocco,1992,Male,Not applicable,Percent,42.00895
Morocco,1992,Female,Not applicable,Percent,30.24049
Morocco,1991,Male,Not applicable,Percent,40.99041
Morocco,1991,All genders,Not applicable,Percent,35.52325
Morocco,1991,Female,Not applicable,Percent,29.85203
Morocco,1990,Female,Not applicable,Percent,30.91887
Morocco,1990,All genders,Not applicable,Percent,37.16282
Morocco,1990,Male,Not applicable,Percent,43.17765
Morocco,1989,Male,Not applicable,Percent,44.23123
Morocco,1989,All genders,Not applicable,Percent,36.91481
Morocco,1989,Female,Not applicable,Percent,29.31747
Morocco,1988,Female,Not applicable,Percent,29.60853
Morocco,1988,All genders,Not applicable,Percent,37.28917
Morocco,1988,Male,Not applicable,Percent,44.68132
Morocco,1987,Male,Not applicable,Percent,42.20118
Morocco,1987,All genders,Not applicable,Percent,35.38675
Morocco,1987,Female,Not applicable,Percent,28.29773
Morocco,1986,Female,Not applicable,Percent,26.56822
Morocco,1986,All genders,Not applicable,Percent,33.31778
Morocco,1986,Male,Not applicable,Percent,39.7926
Morocco,1985,Male,Not applicable,Percent,36.13767
Morocco,1985,All genders,Not applicable,Percent,30.47824
Morocco,1985,Female,Not applicable,Percent,24.57769
Morocco,1984,Female,Not applicable,Percent,23.04214
Morocco,1984,All genders,Not applicable,Percent,28.49134
Morocco,1984,Male,Not applicable,Percent,33.7166
Morocco,1983,Male,Not applicable,Percent,31.67992
Morocco,1983,All genders,Not applicable,Percent,26.61141
Morocco,1983,Female,Not applicable,Percent,21.32333
Morocco,1982,Male,Not applicable,Percent,29.66578
Morocco,1982,Female,Not applicable,Percent,19.35605
Morocco,1982,All genders,Not applicable,Percent,24.62131
Morocco,1981,Male,Not applicable,Percent,27.20917
Morocco,1981,All genders,Not applicable,Percent,22.31256
Morocco,1981,Female,Not applicable,Percent,17.20128
Morocco,1980,Male,Not applicable,Percent,25.3906
Morocco,1980,Female,Not applicable,Percent,15.87753
Morocco,1980,All genders,Not applicable,Percent,20.73402
Morocco,1979,Male,Not applicable,Percent,23.82431
Morocco,1979,All genders,Not applicable,Percent,19.29749
Morocco,1979,Female,Not applicable,Percent,14.58331
Morocco,1978,Male,Not applicable,Percent,22.01482
Morocco,1978,Female,Not applicable,Percent,12.97187
Morocco,1978,All genders,Not applicable,Percent,17.58067
Morocco,1977,Male,Not applicable,Percent,20.59751
Morocco,1977,All genders,Not applicable,Percent,16.15937
Morocco,1977,Female,Not applicable,Percent,11.55486
Morocco,1976,Male,Not applicable,Percent,19.67495
Morocco,1976,All genders,Not applicable,Percent,15.24473
Morocco,1976,Female,Not applicable,Percent,10.65401
Morocco,1975,All genders,Not applicable,Percent,13.14022
Morocco,1975,Female,Not applicable,Percent,8.66978
Morocco,1975,Male,Not applicable,Percent,17.46744
Mozambique,2014,All genders,Not applicable,Percent,24.50598
Mozambique,2014,Male,Not applicable,Percent,25.50915
Mozambique,2014,Female,Not applicable,Percent,23.50456
Mozambique,2013,All genders,Not applicable,Percent,24.55035
Mozambique,2013,Female,Not applicable,Percent,23.43041
Mozambique,2013,Male,Not applicable,Percent,25.67333
Mozambique,2012,Female,Not applicable,Percent,22.98504
Mozambique,2012,Male,Not applicable,Percent,25.84176
Mozambique,2012,All genders,Not applicable,Percent,24.41093
Mozambique,2011,Female,Not applicable,Percent,23.06488
Mozambique,2011,All genders,Not applicable,Percent,24.88084
Mozambique,2011,Male,Not applicable,Percent,26.70403
Mozambique,2010,Male,Not applicable,Percent,26.63459
Mozambique,2010,All genders,Not applicable,Percent,24.16602
Mozambique,2010,Female,Not applicable,Percent,21.70748
Mozambique,2009,Female,Not applicable,Percent,19.63436
Mozambique,2009,All genders,Not applicable,Percent,22.32396
Mozambique,2009,Male,Not applicable,Percent,25.02636
Mozambique,2008,Male,Not applicable,Percent,22.7003
Mozambique,2008,All genders,Not applicable,Percent,19.80821
Mozambique,2008,Female,Not applicable,Percent,16.93024
Mozambique,2007,Female,Not applicable,Percent,14.96973
Mozambique,2007,All genders,Not applicable,Percent,17.7802
Mozambique,2007,Male,Not applicable,Percent,20.60309
Mozambique,2006,All genders,Not applicable,Percent,15.24952
Mozambique,2006,Male,Not applicable,Percent,17.78489
Mozambique,2006,Female,Not applicable,Percent,12.72205
Mozambique,2005,All genders,Not applicable,Percent,13.09606
Mozambique,2005,Female,Not applicable,Percent,10.69119
Mozambique,2005,Male,Not applicable,Percent,15.50429
Mozambique,2004,All genders,Not applicable,Percent,10.76632
Mozambique,2004,Male,Not applicable,Percent,12.69495
Mozambique,2004,Female,Not applicable,Percent,8.84114
Mozambique,2002,All genders,Not applicable,Percent,8.44512
Mozambique,2002,Female,Not applicable,Percent,6.66456
Mozambique,2002,Male,Not applicable,Percent,10.23883
Mozambique,2001,All genders,Not applicable,Percent,6.81868
Mozambique,2001,Male,Not applicable,Percent,8.39807
Mozambique,2001,Female,Not applicable,Percent,5.25856
Mozambique,2000,All genders,Not applicable,Percent,6.0352
Mozambique,2000,Female,Not applicable,Percent,4.59463
Mozambique,2000,Male,Not applicable,Percent,7.50195
Mozambique,1999,All genders,Not applicable,Percent,5.13232
Mozambique,1999,Male,Not applicable,Percent,6.3935
Mozambique,1999,Female,Not applicable,Percent,3.90345
Mozambique,1995,All genders,Not applicable,Percent,7.27442
Mozambique,1995,Male,Not applicable,Percent,9.11433
Mozambique,1995,Female,Not applicable,Percent,5.53321
Mozambique,1994,All genders,Not applicable,Percent,6.80673
Mozambique,1994,Male,Not applicable,Percent,8.61956
Mozambique,1994,Female,Not applicable,Percent,5.09063
Mozambique,1993,All genders,Not applicable,Percent,6.73866
Mozambique,1993,Male,Not applicable,Percent,8.4385
Mozambique,1993,Female,Not applicable,Percent,5.12483
Mozambique,1992,All genders,Not applicable,Percent,6.71903
Mozambique,1992,Male,Not applicable,Percent,8.46484
Mozambique,1992,Female,Not applicable,Percent,5.05071
Mozambique,1991,All genders,Not applicable,Percent,7.01679
Mozambique,1991,Male,Not applicable,Percent,9.04196
Mozambique,1991,Female,Not applicable,Percent,5.05938
Mozambique,1990,All genders,Not applicable,Percent,7.04564
Mozambique,1990,Male,Not applicable,Percent,9.02658
Mozambique,1990,Female,Not applicable,Percent,5.09843
Mozambique,1987,All genders,Not applicable,Percent,5.65634
Mozambique,1987,Male,Not applicable,Percent,7.63852
Mozambique,1987,Female,Not applicable,Percent,3.70968
Mozambique,1986,All genders,Not applicable,Percent,7.32305
Mozambique,1986,Male,Not applicable,Percent,9.89832
Mozambique,1986,Female,Not applicable,Percent,4.7781
Mozambique,1985,All genders,Not applicable,Percent,7.24485
Mozambique,1985,Male,Not applicable,Percent,10.00957
Mozambique,1985,Female,Not applicable,Percent,4.50297
Mozambique,1983,All genders,Not applicable,Percent,8.19032
Mozambique,1983,Male,Not applicable,Percent,11.45252
Mozambique,1983,Female,Not applicable,Percent,4.94705
Mozambique,1982,All genders,Not applicable,Percent,7.38651
Mozambique,1982,Female,Not applicable,Percent,4.17778
Mozambique,1982,Male,Not applicable,Percent,10.61773
Mozambique,1981,All genders,Not applicable,Percent,5.2298
Mozambique,1981,Male,Not applicable,Percent,7.63383
Mozambique,1981,Female,Not applicable,Percent,2.848
Mozambique,1980,All genders,Not applicable,Percent,5.48442
Mozambique,1980,Female,Not applicable,Percent,2.9805
Mozambique,1980,Male,Not applicable,Percent,8.01377
Mozambique,1979,All genders,Not applicable,Percent,4.16766
Mozambique,1979,Male,Not applicable,Percent,6.04687
Mozambique,1979,Female,Not applicable,Percent,2.30857
Mozambique,1978,All genders,Not applicable,Percent,3.14083
Mozambique,1978,Female,Not applicable,Percent,1.80271
Mozambique,1978,Male,Not applicable,Percent,4.49419
Mozambique,1977,All genders,Not applicable,Percent,2.62978
Mozambique,1977,Male,Not applicable,Percent,3.60013
Mozambique,1977,Female,Not applicable,Percent,1.6706
Myanmar,2014,All genders,Not applicable,Percent,51.29609
Myanmar,2014,Female,Not applicable,Percent,51.9519
Myanmar,2014,Male,Not applicable,Percent,50.64546
Myanmar,2010,All genders,Not applicable,Percent,48.14157
Myanmar,2010,Male,Not applicable,Percent,46.97154
Myanmar,2010,Female,Not applicable,Percent,49.31614
Myanmar,2009,All genders,Not applicable,Percent,47.96503
Myanmar,2009,Female,Not applicable,Percent,48.34838
Myanmar,2009,Male,Not applicable,Percent,47.58269
Myanmar,2008,All genders,Not applicable,Percent,48.58456
Myanmar,2007,Male,Not applicable,Percent,46.27593
Myanmar,2007,All genders,Not applicable,Percent,46.25931
Myanmar,2007,Female,Not applicable,Percent,46.24265
Myanmar,2006,All genders,Not applicable,Percent,46.2939
Myanmar,2006,Female,Not applicable,Percent,45.74356
Myanmar,2006,Male,Not applicable,Percent,46.84258
Myanmar,2005,All genders,Not applicable,Percent,44.30968
Myanmar,2005,Male,Not applicable,Percent,45.02221
Myanmar,2005,Female,Not applicable,Percent,43.59526
Myanmar,2004,All genders,Not applicable,Percent,43.20439
Myanmar,2004,Female,Not applicable,Percent,41.48846
Myanmar,2004,Male,Not applicable,Percent,44.91686
Myanmar,2003,All genders,Not applicable,Percent,39.98308
Myanmar,2003,Male,Not applicable,Percent,41.44452
Myanmar,2003,Female,Not applicable,Percent,38.52009
Myanmar,2002,All genders,Not applicable,Percent,39.22495
Myanmar,2002,Female,Not applicable,Percent,37.72521
Myanmar,2002,Male,Not applicable,Percent,40.72481
Myanmar,2001,All genders,Not applicable,Percent,37.39167
Myanmar,2001,Male,Not applicable,Percent,38.59644
